"","features","rank_in_american","rank_in_british","difference"
"10239","arc",NA,905,NA
"10240","arch",NA,2743,NA
"10241","archaeological",NA,2263,NA
"10242","archaeology",NA,1675,NA
"10243","archbishop",NA,4656,NA
"10244","arches",NA,373,NA
"10245","architects",NA,4731,NA
"10246","arctic",NA,49,NA
"10247","arisen",NA,1631,NA
"10248","arises",NA,5703,NA
"10249","arising",NA,6555,NA
"10250","aristocracy",NA,1081,NA
"10251","aristocratic",NA,587,NA
"10252","armies",NA,3944,NA
"10253","armour",NA,1755,NA
"10254","armstrong",NA,1928,NA
"10255","arose",NA,5340,NA
"10256","aroused",NA,2401,NA
"10257","arranging",NA,1959,NA
"10258","arrears",NA,2207,NA
"10259","arrow",NA,1226,NA
"10260","articulated",NA,964,NA
"10261","artillery",NA,2918,NA
"10262","ascent",NA,710,NA
"10263","ascertain",NA,333,NA
"10264","ash",NA,1655,NA
"10265","assemblies",NA,254,NA
"10266","assessed",NA,5965,NA
"10267","assessing",NA,4708,NA
"10268","assessments",NA,4098,NA
"10269","assignments",NA,1065,NA
"10270","assist",NA,6777,NA
"10271","assisting",NA,441,NA
"10272","assurance",NA,5731,NA
"10273","assurances",NA,1148,NA
"10274","athens",NA,2627,NA
"10275","athletics",NA,1839,NA
"10276","atkinson",NA,1867,NA
"10277","attach",NA,2462,NA
"10278","attachment",NA,1662,NA
"10279","attacker",NA,989,NA
"10280","attainment",NA,3909,NA
"10281","attractions",NA,3502,NA
"10282","attributable",NA,864,NA
"10283","auckland",NA,2902,NA
"10284","audit",NA,6725,NA
"10285","auditing",NA,795,NA
"10286","auditor",NA,385,NA
"10287","auditors",NA,4983,NA
"10288","austerity",NA,169,NA
"10289","austria",NA,4973,NA
"10290","austrian",NA,2894,NA
"10291","authority's",NA,1139,NA
"10292","autonomous",NA,4585,NA
"10293","autumn",NA,7638,NA
"10294","avon",NA,610,NA
"10295","awaiting",NA,2159,NA
"10296","axe",NA,1534,NA
"10297","axis",NA,1104,NA
"10298","b.c",NA,76,NA
"10299","ba",NA,2669,NA
"10300","backgrounds",NA,2661,NA
"10301","backwards",NA,3267,NA
"10302","bailey",NA,3418,NA
"10303","bake",NA,503,NA
"10304","baking",NA,760,NA
"10305","balances",NA,2266,NA
"10306","balcony",NA,2039,NA
"10307","baltic",NA,2924,NA
"10308","bands",NA,6051,NA
"10309","bank's",NA,3082,NA
"10310","bankrupt",NA,2433,NA
"10311","barcelona",NA,3102,NA
"10312","barnett",NA,881,NA
"10313","baron",NA,2060,NA
"10314","baroque",NA,1621,NA
"10315","barracks",NA,1390,NA
"10316","barrel",NA,1101,NA
"10317","barrier",NA,4238,NA
"10318","barrister",NA,1093,NA
"10319","basil",NA,2054,NA
"10320","basin",NA,1334,NA
"10321","basque",NA,460,NA
"10322","bass",NA,6562,NA
"10323","batch",NA,1384,NA
"10324","bates",NA,168,NA
"10325","baths",NA,536,NA
"10326","battalion",NA,41,NA
"10327","battered",NA,1123,NA
"10328","battery",NA,3231,NA
"10329","batting",NA,57,NA
"10330","batty",NA,649,NA
"10331","baxter",NA,1383,NA
"10332","bc",NA,3721,NA
"10333","beaches",NA,3190,NA
"10334","beans",NA,3654,NA
"10335","beck",NA,1216,NA
"10336","bedford",NA,2015,NA
"10337","bedrooms",NA,5528,NA
"10338","beforehand",NA,707,NA
"10339","beginnings",NA,1464,NA
"10340","behaviour",NA,9171,NA
"10341","behavioural",NA,2358,NA
"10342","beirut",NA,2068,NA
"10343","belgian",NA,2741,NA
"10344","belonging",NA,4965,NA
"10345","bend",NA,2994,NA
"10346","beneficiary",NA,732,NA
"10347","benson",NA,530,NA
"10348","berkshire",NA,1728,NA
"10349","beware",NA,112,NA
"10350","bicycle",NA,1127,NA
"10351","bids",NA,2275,NA
"10352","bike",NA,4465,NA
"10353","bilateral",NA,3424,NA
"10354","binding",NA,4744,NA
"10355","birmingham",NA,7612,NA
"10356","biscuits",NA,1025,NA
"10357","bishop",NA,7249,NA
"10358","bishop's",NA,1308,NA
"10359","bishops",NA,4077,NA
"10360","bitterly",NA,1207,NA
"10361","blackburn",NA,3814,NA
"10362","blackpool",NA,3758,NA
"10363","blake",NA,1742,NA
"10364","blaze",NA,1851,NA
"10365","bloc",NA,1555,NA
"10366","board's",NA,326,NA
"10367","bodily",NA,2644,NA
"10368","boil",NA,1277,NA
"10369","boiling",NA,585,NA
"10370","bolton",NA,1362,NA
"10371","bonn",NA,242,NA
"10372","booked",NA,3887,NA
"10373","booking",NA,4916,NA
"10374","bookings",NA,1437,NA
"10375","booklet",NA,3523,NA
"10376","bookshop",NA,127,NA
"10377","boosted",NA,110,NA
"10378","booth",NA,504,NA
"10379","borne",NA,3902,NA
"10380","borough",NA,6348,NA
"10381","boroughs",NA,1187,NA
"10382","borrowers",NA,1502,NA
"10383","boundary",NA,4762,NA
"10384","bounds",NA,431,NA
"10385","bourgeoisie",NA,2337,NA
"10386","bowler",NA,2122,NA
"10387","bowling",NA,3258,NA
"10388","bowls",NA,313,NA
"10389","bp",NA,324,NA
"10390","br",NA,4939,NA
"10391","bradford",NA,4484,NA
"10392","brake",NA,201,NA
"10393","breaches",NA,297,NA
"10394","breadth",NA,832,NA
"10395","breathe",NA,404,NA
"10396","bred",NA,500,NA
"10397","brewers",NA,717,NA
"10398","brewery",NA,2475,NA
"10399","brewing",NA,1175,NA
"10400","brick",NA,5027,NA
"10401","bricks",NA,1630,NA
"10402","brigade",NA,4287,NA
"10403","brighton",NA,5148,NA
"10404","bristol",NA,7278,NA
"10405","britons",NA,1455,NA
"10406","brochure",NA,3303,NA
"10407","bronze",NA,5200,NA
"10408","brook",NA,1156,NA
"10409","bryan",NA,3345,NA
"10410","bt",NA,3774,NA
"10411","buckingham",NA,2787,NA
"10412","budgetary",NA,822,NA
"10413","buffet",NA,815,NA
"10414","build-up",NA,78,NA
"10415","builder",NA,2384,NA
"10416","builders",NA,3106,NA
"10417","bulgaria",NA,1041,NA
"10418","burglary",NA,1560,NA
"10419","burnt",NA,2608,NA
"10420","buses",NA,4449,NA
"10421","butcher",NA,344,NA
"10422","bypass",NA,1318,NA
"10423","byzantine",NA,409,NA
"10424","ca",NA,9121,NA
"10425","cab",NA,3768,NA
"10426","cakes",NA,1942,NA
"10427","calculate",NA,1507,NA
"10428","calendar",NA,3457,NA
"10429","canal",NA,6435,NA
"10430","cancellation",NA,1512,NA
"10431","cancelled",NA,4361,NA
"10432","cannon",NA,1307,NA
"10433","canon",NA,1733,NA
"10434","canterbury",NA,3896,NA
"10435","capabilities",NA,1111,NA
"10436","capability",NA,2047,NA
"10437","cape",NA,3528,NA
"10438","capita",NA,2087,NA
"10439","capitals",NA,554,NA
"10440","caravan",NA,1587,NA
"10441","carbon",NA,4450,NA
"10442","cardiff",NA,5480,NA
"10443","cargo",NA,2506,NA
"10444","carlos",NA,2069,NA
"10445","caroline",NA,1980,NA
"10446","carpet",NA,5165,NA
"10447","carpets",NA,2970,NA
"10448","carriage",NA,5718,NA
"10449","carriers",NA,809,NA
"10450","carved",NA,3443,NA
"10451","cassette",NA,2051,NA
"10452","castles",NA,1564,NA
"10453","casualty",NA,1658,NA
"10454","catalogue",NA,6774,NA
"10455","catalogues",NA,1580,NA
"10456","cater",NA,1377,NA
"10457","catering",NA,6016,NA
"10458","cathedral",NA,6317,NA
"10459","causal",NA,1332,NA
"10460","cease",NA,3312,NA
"10461","ceased",NA,4609,NA
"10462","ceasefire",NA,3693,NA
"10463","cecil",NA,1323,NA
"10464","celebrations",NA,3498,NA
"10465","celtic",NA,4400,NA
"10466","cement",NA,419,NA
"10467","centenary",NA,407,NA
"10468","centrally",NA,1826,NA
"10469","centre",NA,9681,NA
"10470","centres",NA,8433,NA
"10471","certificate",NA,7369,NA
"10472","certificates",NA,3293,NA
"10473","cf",NA,973,NA
"10474","ch",NA,4429,NA
"10475","chaired",NA,2878,NA
"10476","chairmen",NA,978,NA
"10477","chalk",NA,1845,NA
"10478","chamberlain",NA,2527,NA
"10479","championships",NA,6083,NA
"10480","chancellor's",NA,491,NA
"10481","chap",NA,247,NA
"10482","chapel",NA,5945,NA
"10483","chapman",NA,4552,NA
"10484","chartered",NA,3904,NA
"10485","chef",NA,890,NA
"10486","chemistry",NA,3979,NA
"10487","cherry",NA,2334,NA
"10488","cheshire",NA,4331,NA
"10489","chess",NA,133,NA
"10490","chester",NA,3644,NA
"10491","chiefly",NA,2325,NA
"10492","choir",NA,2836,NA
"10493","chopped",NA,4061,NA
"10494","chord",NA,1471,NA
"10495","chords",NA,340,NA
"10496","christie",NA,2859,NA
"10497","christie's",NA,1586,NA
"10498","christine",NA,1865,NA
"10499","circular",NA,5788,NA
"10500","circulated",NA,1177,NA
"10501","civilisation",NA,655,NA
"10502","clare",NA,3161,NA
"10503","clarify",NA,2312,NA
"10504","clarke",NA,6508,NA
"10505","clashes",NA,2956,NA
"10506","classification",NA,4498,NA
"10507","classrooms",NA,689,NA
"10508","clauses",NA,5579,NA
"10509","cleaned",NA,1409,NA
"10510","clearance",NA,2002,NA
"10511","clearing",NA,4649,NA
"10512","clergy",NA,3113,NA
"10513","clerical",NA,2402,NA
"10514","client's",NA,2009,NA
"10515","cliffs",NA,2351,NA
"10516","climbers",NA,1616,NA
"10517","clive",NA,3196,NA
"10518","closures",NA,1367,NA
"10519","cloth",NA,4643,NA
"10520","clouds",NA,2245,NA
"10521","club's",NA,4565,NA
"10522","co-operate",NA,1712,NA
"10523","co-operation",NA,7982,NA
"10524","co-operative",NA,4141,NA
"10525","co-ordinated",NA,1445,NA
"10526","coaching",NA,3641,NA
"10527","coastal",NA,4814,NA
"10528","coffin",NA,1515,NA
"10529","cognitive",NA,4308,NA
"10530","cohesion",NA,823,NA
"10531","coin",NA,3399,NA
"10532","coincide",NA,1614,NA
"10533","coincided",NA,1290,NA
"10534","col",NA,4676,NA
"10535","coleman",NA,2771,NA
"10536","coleridge",NA,2368,NA
"10537","collaborative",NA,55,NA
"10538","collar",NA,2022,NA
"10539","collectively",NA,663,NA
"10540","collector",NA,2842,NA
"10541","collectors",NA,2802,NA
"10542","colonel",NA,3626,NA
"10543","colonies",NA,3305,NA
"10544","colony",NA,3076,NA
"10545","coloured",NA,6044,NA
"10546","colouring",NA,139,NA
"10547","combinations",NA,1948,NA
"10548","combines",NA,1128,NA
"10549","combining",NA,3306,NA
"10550","comfortably",NA,2253,NA
"10551","commanded",NA,992,NA
"10552","commanders",NA,406,NA
"10553","commanding",NA,1411,NA
"10554","commando",NA,87,NA
"10555","commenced",NA,2000,NA
"10556","commercially",NA,702,NA
"10557","commission's",NA,1674,NA
"10558","commissioned",NA,5311,NA
"10559","commissioners",NA,3854,NA
"10560","commissions",NA,3257,NA
"10561","commodities",NA,1788,NA
"10562","commonwealth",NA,6387,NA
"10563","communal",NA,1894,NA
"10564","compact",NA,5379,NA
"10565","companions",NA,570,NA
"10566","comparative",NA,5024,NA
"10567","comparatively",NA,3883,NA
"10568","compatible",NA,2604,NA
"10569","competitions",NA,2601,NA
"10570","competitiveness",NA,1524,NA
"10571","complement",NA,2497,NA
"10572","complementary",NA,1315,NA
"10573","completing",NA,3428,NA
"10574","completion",NA,6931,NA
"10575","complexities",NA,8,NA
"10576","comply",NA,5280,NA
"10577","composers",NA,1420,NA
"10578","compounded",NA,895,NA
"10579","comprehension",NA,1406,NA
"10580","comprise",NA,2049,NA
"10581","comprised",NA,2359,NA
"10582","comprises",NA,2719,NA
"10583","comprising",NA,4173,NA
"10584","compulsory",NA,6020,NA
"10585","computing",NA,4328,NA
"10586","concentrates",NA,735,NA
"10587","concentrating",NA,3396,NA
"10588","concerto",NA,522,NA
"10589","conditional",NA,1995,NA
"10590","conditioning",NA,97,NA
"10591","conductor",NA,353,NA
"10592","confederation",NA,1433,NA
"10593","conferred",NA,1497,NA
"10594","confidentiality",NA,2172,NA
"10595","confirming",NA,220,NA
"10596","conflicting",NA,3115,NA
"10597","conform",NA,2446,NA
"10598","conformity",NA,108,NA
"10599","congregation",NA,670,NA
"10600","conjunction",NA,4993,NA
"10601","conquest",NA,1705,NA
"10602","consciously",NA,591,NA
"10603","consequent",NA,2386,NA
"10604","consequently",NA,6536,NA
"10605","conservation",NA,7244,NA
"10606","consist",NA,3746,NA
"10607","consisted",NA,4409,NA
"10608","consisting",NA,4164,NA
"10609","consolidated",NA,2499,NA
"10610","consolidation",NA,1376,NA
"10611","constable",NA,5823,NA
"10612","constituencies",NA,3471,NA
"10613","constituent",NA,3442,NA
"10614","constituted",NA,4652,NA
"10615","constrained",NA,1905,NA
"10616","constraint",NA,768,NA
"10617","construed",NA,1312,NA
"10618","consultancy",NA,2228,NA
"10619","consultation",NA,6835,NA
"10620","consultative",NA,3300,NA
"10621","consulted",NA,3783,NA
"10622","contacts",NA,6026,NA
"10623","container",NA,1450,NA
"10624","containers",NA,1132,NA
"10625","contested",NA,1828,NA
"10626","contexts",NA,4764,NA
"10627","contingent",NA,2247,NA
"10628","continual",NA,366,NA
"10629","continually",NA,4198,NA
"10630","continuation",NA,2783,NA
"10631","continuity",NA,4829,NA
"10632","continuously",NA,1522,NA
"10633","contracted",NA,2492,NA
"10634","contracting",NA,2554,NA
"10635","contractor",NA,1405,NA
"10636","contractual",NA,4044,NA
"10637","contrasted",NA,1075,NA
"10638","contrasting",NA,2372,NA
"10639","contrasts",NA,3013,NA
"10640","controller",NA,836,NA
"10641","conveniently",NA,751,NA
"10642","convergence",NA,236,NA
"10643","conveyed",NA,1751,NA
"10644","convoy",NA,1153,NA
"10645","cooked",NA,3572,NA
"10646","cooper",NA,4761,NA
"10647","cooperative",NA,93,NA
"10648","cope",NA,7478,NA
"10649","copied",NA,286,NA
"10650","coping",NA,2575,NA
"10651","copper",NA,4051,NA
"10652","coral",NA,439,NA
"10653","cork",NA,2856,NA
"10654","corners",NA,3836,NA
"10655","cornwall",NA,4170,NA
"10656","coronation",NA,3036,NA
"10657","coroner",NA,677,NA
"10658","corporal",NA,817,NA
"10659","correlation",NA,2284,NA
"10660","correspond",NA,619,NA
"10661","corresponding",NA,4681,NA
"10662","corridor",NA,2156,NA
"10663","costa",NA,1322,NA
"10664","costing",NA,3969,NA
"10665","cosy",NA,69,NA
"10666","cottage",NA,5811,NA
"10667","cottages",NA,2776,NA
"10668","council's",NA,6414,NA
"10669","councils",NA,7633,NA
"10670","counties",NA,5858,NA
"10671","countryside",NA,7651,NA
"10672","coupled",NA,4220,NA
"10673","coupon",NA,1952,NA
"10674","courtyard",NA,347,NA
"10675","covenant",NA,3742,NA
"10676","covenants",NA,2044,NA
"10677","coventry",NA,4730,NA
"10678","cracked",NA,22,NA
"10679","crafts",NA,1121,NA
"10680","craftsmen",NA,1718,NA
"10681","crawford",NA,2692,NA
"10682","creditor",NA,3510,NA
"10683","creditors",NA,5225,NA
"10684","creole",NA,2597,NA
"10685","crescent",NA,916,NA
"10686","cricket",NA,7643,NA
"10687","cried",NA,576,NA
"10688","crisp",NA,853,NA
"10689","critically",NA,483,NA
"10690","criticised",NA,5221,NA
"10691","croatia",NA,3568,NA
"10692","croatian",NA,1447,NA
"10693","crosses",NA,1292,NA
"10694","crowned",NA,119,NA
"10695","cruelty",NA,1415,NA
"10696","cuisine",NA,680,NA
"10697","cultivation",NA,2414,NA
"10698","cupboard",NA,51,NA
"10699","cups",NA,2050,NA
"10700","curator",NA,756,NA
"10701","curb",NA,671,NA
"10702","curry",NA,42,NA
"10703","curtain",NA,3015,NA
"10704","curtains",NA,3268,NA
"10705","curved",NA,542,NA
"10706","curves",NA,1070,NA
"10707","customary",NA,2606,NA
"10708","cycles",NA,759,NA
"10709","cycling",NA,3155,NA
"10710","cyclists",NA,1213,NA
"10711","cylinder",NA,117,NA
"10712","cyprus",NA,2046,NA
"10713","czechoslovakia",NA,4396,NA
"10714","da",NA,1568,NA
"10715","dame",NA,2410,NA
"10716","damp",NA,3204,NA
"10717","dancer",NA,147,NA
"10718","dancers",NA,2823,NA
"10719","dances",NA,1199,NA
"10720","danish",NA,3022,NA
"10721","darren",NA,579,NA
"10722","dash",NA,525,NA
"10723","davidson",NA,67,NA
"10724","davies",NA,6763,NA
"10725","dawson",NA,3885,NA
"10726","day-to-day",NA,3567,NA
"10727","daylight",NA,835,NA
"10728","dc",NA,1798,NA
"10729","deaf",NA,7239,NA
"10730","debtor",NA,3618,NA
"10731","deception",NA,1832,NA
"10732","decision-making",NA,5745,NA
"10733","decorated",NA,4620,NA
"10734","decoration",NA,3677,NA
"10735","decorative",NA,3687,NA
"10736","decree",NA,3663,NA
"10737","dedication",NA,919,NA
"10738","deed",NA,1666,NA
"10739","deeds",NA,998,NA
"10740","deer",NA,2066,NA
"10741","default",NA,3380,NA
"10742","defeats",NA,342,NA
"10743","defect",NA,535,NA
"10744","defective",NA,1933,NA
"10745","defects",NA,2513,NA
"10746","defence",NA,9397,NA
"10747","defendant's",NA,1180,NA
"10748","deferred",NA,1357,NA
"10749","definite",NA,4310,NA
"10750","definitions",NA,4181,NA
"10751","del",NA,2622,NA
"10752","delays",NA,3695,NA
"10753","delegate",NA,860,NA
"10754","delegated",NA,1091,NA
"10755","delhi",NA,2035,NA
"10756","delors",NA,1066,NA
"10757","dementia",NA,2536,NA
"10758","demolished",NA,2442,NA
"10759","demolition",NA,1298,NA
"10760","denis",NA,3189,NA
"10761","denmark",NA,4723,NA
"10762","density",NA,960,NA
"10763","departmental",NA,3563,NA
"10764","dependency",NA,3508,NA
"10765","deposit",NA,6229,NA
"10766","deposited",NA,515,NA
"10767","deposits",NA,5773,NA
"10768","depot",NA,1676,NA
"10769","depreciation",NA,1360,NA
"10770","deprivation",NA,3180,NA
"10771","deprived",NA,4277,NA
"10772","depths",NA,10,NA
"10773","deputies",NA,5300,NA
"10774","derby",NA,5859,NA
"10775","derek",NA,5720,NA
"10776","derive",NA,2950,NA
"10777","derives",NA,1370,NA
"10778","derry",NA,2942,NA
"10779","des",NA,6639,NA
"10780","descriptive",NA,1472,NA
"10781","deserted",NA,2832,NA
"10782","designing",NA,1606,NA
"10783","destined",NA,2292,NA
"10784","detached",NA,2121,NA
"10785","detained",NA,3110,NA
"10786","detected",NA,435,NA
"10787","detectives",NA,3890,NA
"10788","detention",NA,3952,NA
"10789","deterioration",NA,2003,NA
"10790","determines",NA,733,NA
"10791","devaluation",NA,1636,NA
"10792","devastated",NA,999,NA
"10793","developer",NA,712,NA
"10794","developmental",NA,456,NA
"10795","develops",NA,3027,NA
"10796","devolution",NA,1098,NA
"10797","devon",NA,4635,NA
"10798","diagram",NA,1861,NA
"10799","dialect",NA,14,NA
"10800","diameter",NA,1468,NA
"10801","dictated",NA,227,NA
"10802","diesel",NA,4697,NA
"10803","differential",NA,2096,NA
"10804","differentiation",NA,1654,NA
"10805","differing",NA,3865,NA
"10806","differs",NA,1772,NA
"10807","digging",NA,690,NA
"10808","dioxide",NA,2619,NA
"10809","dip",NA,106,NA
"10810","diploma",NA,3543,NA
"10811","directive",NA,5600,NA
"10812","directives",NA,225,NA
"10813","directory",NA,1379,NA
"10814","disabilities",NA,2518,NA
"10815","disadvantage",NA,3782,NA
"10816","disadvantaged",NA,906,NA
"10817","disadvantages",NA,3025,NA
"10818","disarmament",NA,32,NA
"10819","disc",NA,4389,NA
"10820","discharge",NA,4559,NA
"10821","discharged",NA,2779,NA
"10822","disciplinary",NA,4600,NA
"10823","disciplines",NA,4180,NA
"10824","discontent",NA,2091,NA
"10825","discounts",NA,1469,NA
"10826","discourses",NA,531,NA
"10827","discoveries",NA,250,NA
"10828","discretionary",NA,2396,NA
"10829","discs",NA,1407,NA
"10830","dispersed",NA,840,NA
"10831","disposal",NA,6190,NA
"10832","dispose",NA,846,NA
"10833","disposed",NA,1879,NA
"10834","disposition",NA,1541,NA
"10835","disruption",NA,3266,NA
"10836","dissatisfaction",NA,1603,NA
"10837","dissolution",NA,2320,NA
"10838","dissolved",NA,2111,NA
"10839","distances",NA,1159,NA
"10840","distinctly",NA,1278,NA
"10841","distinguishing",NA,368,NA
"10842","distortion",NA,900,NA
"10843","disturbance",NA,2206,NA
"10844","disturbances",NA,1633,NA
"10845","diversion",NA,216,NA
"10846","dividend",NA,5689,NA
"10847","dividing",NA,1378,NA
"10848","diving",NA,1849,NA
"10849","divisional",NA,3008,NA
"10850","dixon",NA,1547,NA
"10851","dock",NA,4167,NA
"10852","docks",NA,2128,NA
"10853","documentation",NA,3465,NA
"10854","documented",NA,1880,NA
"10855","dorothy",NA,2074,NA
"10856","doubles",NA,375,NA
"10857","doubtful",NA,4101,NA
"10858","doubtless",NA,2559,NA
"10859","downing",NA,3140,NA
"10860","downs",NA,1274,NA
"10861","drafting",NA,2010,NA
"10862","drain",NA,3064,NA
"10863","drastic",NA,1593,NA
"10864","dreadful",NA,1330,NA
"10865","dreaming",NA,35,NA
"10866","dressing",NA,4637,NA
"10867","dried",NA,4335,NA
"10868","drill",NA,2322,NA
"10869","drought",NA,617,NA
"10870","drums",NA,856,NA
"10871","drying",NA,240,NA
"10872","dual",NA,3822,NA
"10873","dublin",NA,6487,NA
"10874","duchess",NA,2655,NA
"10875","duchy",NA,2460,NA
"10876","dug",NA,1399,NA
"10877","duly",NA,3364,NA
"10878","duncan",NA,3787,NA
"10879","duration",NA,5106,NA
"10880","durham",NA,6985,NA
"10881","dustin",NA,334,NA
"10882","dwelling",NA,46,NA
"10883","dwellings",NA,1858,NA
"10884","e.r",NA,4079,NA
"10885","eased",NA,638,NA
"10886","easiest",NA,790,NA
"10887","easter",NA,5090,NA
"10888","ec",NA,8819,NA
"10889","ecclesiastical",NA,2599,NA
"10890","echoed",NA,1217,NA
"10891","ecological",NA,600,NA
"10892","eden",NA,980,NA
"10893","edinburgh",NA,8641,NA
"10894","edward's",NA,165,NA
"10895","edwardian",NA,5,NA
"10896","eg",NA,6593,NA
"10897","eighteen",NA,4482,NA
"10898","eighteenth",NA,6456,NA
"10899","eighteenth-century",NA,2744,NA
"10900","eighties",NA,3040,NA
"10901","eighty",NA,1981,NA
"10902","eldest",NA,3340,NA
"10903","electrical",NA,5327,NA
"10904","eleven",NA,5623,NA
"10905","eleventh",NA,990,NA
"10906","elimination",NA,36,NA
"10907","eliot",NA,5797,NA
"10908","eliot's",NA,1311,NA
"10909","emancipation",NA,1060,NA
"10910","embarked",NA,1324,NA
"10911","embodied",NA,1699,NA
"10912","emma",NA,2257,NA
"10913","empirical",NA,5554,NA
"10914","enabled",NA,5892,NA
"10915","enables",NA,5319,NA
"10916","enabling",NA,4957,NA
"10917","enclosed",NA,4443,NA
"10918","enclosure",NA,1431,NA
"10919","encouragement",NA,4895,NA
"10920","energetic",NA,1528,NA
"10921","energies",NA,23,NA
"10922","engagements",NA,1368,NA
"10923","engels",NA,1418,NA
"10924","england's",NA,5869,NA
"10925","englishman",NA,27,NA
"10926","enjoyable",NA,3212,NA
"10927","enjoyment",NA,3536,NA
"10928","enlarged",NA,1833,NA
"10929","ensured",NA,3959,NA
"10930","ensures",NA,3057,NA
"10931","ensuring",NA,6148,NA
"10932","entails",NA,234,NA
"10933","enterprises",NA,6264,NA
"10934","entertain",NA,642,NA
"10935","entity",NA,3559,NA
"10936","entrants",NA,1287,NA
"10937","envelope",NA,451,NA
"10938","environmentally",NA,620,NA
"10939","environments",NA,2270,NA
"10940","envisaged",NA,4765,NA
"10941","equilibrium",NA,5368,NA
"10942","equipped",NA,5243,NA
"10943","equitable",NA,2283,NA
"10944","erected",NA,3735,NA
"10945","erm",NA,3104,NA
"10946","ernest",NA,1459,NA
"10947","eroded",NA,102,NA
"10948","erosion",NA,3832,NA
"10949","escort",NA,1570,NA
"10950","essex",NA,6902,NA
"10951","est",NA,4203,NA
"10952","establishments",NA,3170,NA
"10953","estates",NA,6592,NA
"10954","evaluation",NA,6702,NA
"10955","evenings",NA,3891,NA
"10956","evenly",NA,465,NA
"10957","examinations",NA,5299,NA
"10958","exams",NA,122,NA
"10959","exceeded",NA,3081,NA
"10960","exceeding",NA,382,NA
"10961","exceeds",NA,473,NA
"10962","excellence",NA,2963,NA
"10963","exceptional",NA,5938,NA
"10964","exceptionally",NA,3169,NA
"10965","exchanged",NA,2095,NA
"10966","excise",NA,1969,NA
"10967","excluding",NA,4337,NA
"10968","exemption",NA,4301,NA
"10969","exercised",NA,5758,NA
"10970","exercising",NA,2268,NA
"10971","exert",NA,267,NA
"10972","exeter",NA,2636,NA
"10973","exhibitions",NA,5346,NA
"10974","exhibits",NA,472,NA
"10975","expectancy",NA,920,NA
"10976","expedition",NA,3923,NA
"10977","expenditure",NA,8642,NA
"10978","experiencing",NA,2456,NA
"10979","explanatory",NA,421,NA
"10980","explored",NA,4327,NA
"10981","exported",NA,645,NA
"10982","exporting",NA,388,NA
"10983","expressive",NA,646,NA
"10984","expressly",NA,2376,NA
"10985","extends",NA,3241,NA
"10986","extensively",NA,2891,NA
"10987","exterior",NA,1230,NA
"10988","extract",NA,4568,NA
"10989","extracts",NA,1157,NA
"10990","extremes",NA,193,NA
"10991","fa",NA,6045,NA
"10992","fabrics",NA,2187,NA
"10993","façade",NA,179,NA
"10994","facilitate",NA,3520,NA
"10995","faded",NA,683,NA
"10996","fairy",NA,325,NA
"10997","fallon",NA,1835,NA
"10998","fares",NA,2017,NA
"10999","farming",NA,6202,NA
"11000","farms",NA,5182,NA
"11001","fascism",NA,2764,NA
"11002","fastest",NA,2679,NA
"11003","favour",NA,8616,NA
"11004","favoured",NA,6109,NA
"11005","favours",NA,1388,NA
"11006","fearful",NA,204,NA
"11007","feasible",NA,1596,NA
"11008","feast",NA,1538,NA
"11009","feedback",NA,3493,NA
"11010","fellows",NA,120,NA
"11011","fellowship",NA,1245,NA
"11012","fences",NA,458,NA
"11013","fender",NA,1807,NA
"11014","fergie",NA,762,NA
"11015","ferry",NA,4809,NA
"11016","fertile",NA,206,NA
"11017","festivals",NA,6,NA
"11018","feudal",NA,2043,NA
"11019","fifteen",NA,6754,NA
"11020","fifteenth",NA,1809,NA
"11021","fifties",NA,2816,NA
"11022","fig",NA,6884,NA
"11023","filming",NA,2124,NA
"11024","filter",NA,4333,NA
"11025","finals",NA,3850,NA
"11026","financed",NA,4059,NA
"11027","finances",NA,2693,NA
"11028","fined",NA,4631,NA
"11029","finely",NA,1659,NA
"11030","finland",NA,1054,NA
"11031","fiona",NA,289,NA
"11032","firemen",NA,1150,NA
"11033","firm's",NA,4279,NA
"11034","first-class",NA,2670,NA
"11035","firstly",NA,5121,NA
"11036","fisher",NA,2227,NA
"11037","fisheries",NA,2363,NA
"11038","fishermen",NA,568,NA
"11039","fitness",NA,5647,NA
"11040","fitted",NA,7141,NA
"11041","fittings",NA,1164,NA
"11042","fixture",NA,288,NA
"11043","fixtures",NA,820,NA
"11044","flats",NA,4129,NA
"11045","fleet",NA,6331,NA
"11046","fletcher",NA,1566,NA
"11047","float",NA,1993,NA
"11048","flock",NA,264,NA
"11049","flooding",NA,963,NA
"11050","floors",NA,3347,NA
"11051","florence",NA,2179,NA
"11052","flour",NA,3627,NA
"11053","flowing",NA,1974,NA
"11054","flown",NA,3531,NA
"11055","fluctuations",NA,1170,NA
"11056","foliage",NA,1363,NA
"11057","forecasting",NA,1096,NA
"11058","foremost",NA,1134,NA
"11059","forestry",NA,2954,NA
"11060","forests",NA,4754,NA
"11061","formation",NA,7345,NA
"11062","formulated",NA,2353,NA
"11063","formulation",NA,3127,NA
"11064","fortnight",NA,3763,NA
"11065","forty",NA,6429,NA
"11066","forwards",NA,4666,NA
"11067","foundations",NA,4745,NA
"11068","fountain",NA,265,NA
"11069","fourteen",NA,5136,NA
"11070","fourteenth",NA,975,NA
"11071","fragmented",NA,202,NA
"11072","fragments",NA,1102,NA
"11073","frances",NA,392,NA
"11074","franco",NA,2999,NA
